#{"t_start": 1748303398.252279, "env_id": "None"}
r,l,t
-6.841602,150,23057.205098
-9.5706,150,23063.902805
-6.310054,150,23081.021315
-8.747213,150,23093.194073
-5.947914,150,23101.035489
-7.116639,150,23110.394722
-8.297491,150,23122.657019
-4.188376,150,23134.196118
-5.531898,150,23140.194026
-9.463324,150,23151.745084
-8.738407,150,23158.681551
-7.599977,150,23175.402422
-3.432627,150,23183.961931
-10.587247,150,23192.067258
-4.869774,150,23204.727386
-6.525286,150,23211.650004
-2.955172,150,23223.337673
-8.240519,150,23232.482331
-5.35646,150,23252.810521
-6.878297,150,23266.28751
-4.809614,150,23281.82815
-10.109883,150,23293.583727
-5.997858,150,23307.950786
-8.656634,150,23312.821612
-3.677606,150,23327.322249
-2.88372,150,23333.827388
-4.068722,150,23348.342097
-10.137304,150,23361.539582
-9.860926,150,23369.508533
-6.955887,150,23375.647936
-2.091637,150,23383.572082
-6.663516,150,23390.686153
-5.356789,150,23396.470922
-6.927805,150,23402.935269
-10.092238,150,23410.756888
-5.157063,150,23420.599268
-7.332933,150,23425.645827
-4.177582,150,23432.109786
-10.289896,150,23442.637498
-4.691922,150,23452.225225
-10.942585,150,23460.070714
-8.793571,150,23470.950809
-11.154145,150,23475.557239
-8.242293,150,23480.288198
-9.931846,150,23488.072059
-8.411588,150,23495.877032
-9.674655,150,23501.82758
-6.465961,150,23518.470468
-10.105335,150,23529.244463
-12.441412,150,23538.17795
-8.286162,150,23545.607434
-9.174024,150,23550.704732
-4.243463,150,23562.225425
-5.033251,150,23578.963157
-4.923668,150,23587.876005
-8.811916,150,23597.739757
-4.323218,150,23605.557473
-4.089463,150,23617.714541
-5.28914,150,23634.562445
-10.534375,150,23640.982957
-10.103961,150,23648.548594
-5.124059,150,23670.460096
-4.977694,150,23680.219804
-6.980669,150,23686.796786
-7.091528,150,23697.152863
-4.174231,150,23704.118806
-7.925463,150,23715.995349
-4.36048,150,23726.718055
-6.134406,150,23738.149315
-5.592875,150,23749.994329
-9.323384,150,23757.871122
-7.894323,150,23762.241693
-5.190507,150,23783.490025
-8.31441,150,23800.713837
-5.500567,150,23811.923902
-5.548188,150,23824.65036
-3.399388,150,23838.332342
-8.921024,150,23846.469524
-6.141483,150,23853.222915
-8.769876,150,23860.426817
-14.339774,150,23867.333493
-4.019946,150,23875.159741
-6.714115,150,23881.476746
-5.775106,150,23892.449417
-8.108192,150,23906.624723
-6.273756,150,23914.142724
-9.150183,150,23920.477929
-2.272196,150,23928.383636
-4.968999,150,23939.623093
-6.872224,150,23944.92212
-8.409443,150,23954.611718
-6.182616,150,23966.879514
-6.572535,150,23979.380547
-8.104887,150,23989.688223
-10.705534,150,24000.754516
-6.793145,150,24006.193556
-7.062743,150,24017.925434
-9.717901,150,24030.971153
-12.163668,150,24042.170217
-10.611609,150,24050.509575
-10.920464,150,24061.02771
-9.134893,150,24068.013172
-5.58936,150,24078.486614
-8.523494,150,24086.127125
-6.682271,150,24099.054251
-8.585345,150,24115.418172
-7.297168,150,24129.938368
-9.559526,150,24135.899198
-11.769369,150,24142.458843
-8.571052,150,24149.081421
-4.57692,150,24162.046504
-5.457228,150,24178.081144
-10.712528,150,24186.175516
-7.315087,150,24199.197466
-12.538076,150,24206.842739
-5.27186,150,24216.446486
-4.945196,150,24224.64144
-2.338296,150,24231.935372
-5.913204,150,24238.624881
-8.505116,150,24250.33409
-8.008539,150,24259.420789
-8.646269,150,24268.187512
-7.633332,150,24273.871905
-3.389459,150,24282.305116
-2.38378,150,24290.442583
-5.990881,150,24298.710957
-3.128647,150,24307.701545
-4.248131,150,24317.183536
-4.253691,150,24325.249398
-3.893008,150,24339.869898
-11.126176,150,24354.479749
-5.67154,150,24363.734612
-7.629455,150,24370.887608
-5.624686,150,24380.637209
-6.269071,150,24387.131307
-9.714962,150,24395.526418
-4.572431,150,24403.829438
-5.684426,150,24410.690543
-4.452465,150,24428.004707
-6.371075,150,24437.439865
-6.876294,150,24446.689628
-5.738513,150,24453.681552
-5.255879,150,24463.48539
-5.508137,150,24472.805773
-10.510257,150,24489.231541
-5.184065,150,24496.210015
-8.218113,150,24503.414622
-3.205389,150,24512.886888
-6.605474,150,24519.897339
-11.890772,150,24539.89774
-7.905761,150,24555.378012
-5.324689,150,24562.236388
-9.31521,150,24570.63541
-3.048368,150,24582.235729
-11.895572,150,24589.860937
-7.259378,150,24597.658806
-7.796963,150,24610.795991
-10.278529,150,24624.936667
-9.409874,150,24641.867316
-4.400997,150,24654.689899
-10.402025,150,24660.403653
-6.93087,150,24666.449137
-10.250454,150,24673.678933
-7.405712,150,24682.121927
-4.960807,150,24695.975322
-3.742457,150,24708.000028
-1.944115,150,24715.339968
-9.065342,150,24726.46419
-8.414863,150,24732.46909
-9.789278,150,24742.218387
-3.080948,150,24752.351264
-5.248941,150,24765.614764
-5.355024,150,24772.824986
-7.4955,150,24782.124109
-7.612323,150,24790.319342
-5.271728,150,24804.902402
-9.099899,150,24810.984708
-7.185813,150,24820.605533
-7.637651,150,24827.731918
-4.667887,150,24835.78728
-6.368517,150,24848.488054
-3.595788,150,24860.531184
-7.239835,150,24869.334878
-6.511279,150,24883.381463
-5.139838,150,24892.355882
-11.626401,150,24903.809071
-4.619255,150,24914.09248
-8.395926,150,24924.047546
-6.688343,150,24935.390397
-14.329314,150,24940.033451
-1.143579,150,24951.747832
-9.355028,150,24957.638207
-7.376194,150,24967.25507
-5.575738,150,24977.222516
-9.697226,150,24987.578526
-5.355334,150,24995.812793
-1.242653,150,25007.092922
-8.854408,150,25018.270214
-4.977968,150,25037.458389
-8.885804,150,25050.840509
-7.71344,150,25064.10949
-6.034585,150,25070.159708
-7.884896,150,25076.847242
-4.562149,150,25085.762542
-8.777644,150,25096.419352
-2.786406,150,25104.310854
-3.967853,150,25114.530142
-8.435038,150,25123.061285
-3.006623,150,25129.714036
-13.950565,150,25137.039807
-4.160576,150,25148.170523
-9.537418,150,25154.91959
-6.8628,150,25163.194035
-2.308812,150,25169.46524
-4.913441,150,25180.23423
-10.084846,150,25186.993032
-8.292969,150,25196.612902
-3.429539,150,25207.272042
-9.568606,150,25213.6121
-5.318741,150,25220.151318
-7.931452,150,25229.017214
-8.807933,150,25235.488265
-4.390926,150,25244.612249
-10.314704,150,25251.10806
-9.3725,150,25257.332563
-12.855451,150,25265.331223
-7.688825,150,25274.539958
-7.182529,150,25280.997192
-10.672769,150,25285.573486
-8.155396,150,25291.407009
-3.441435,150,25301.13289
-10.900449,150,25307.09921
-15.509804,150,25327.842208
-2.29125,150,25336.122711
-8.400424,150,25345.548717
-4.545794,150,25362.774784
-11.093846,150,25367.61032
-6.122245,150,25375.581
-6.951151,150,25383.490588
-9.450576,150,25390.00754
-8.476843,150,25395.594219
-10.520798,150,25403.086079
-9.170553,150,25410.191317
-3.846724,150,25423.079595
-4.198472,150,25431.466646
-8.892334,150,25440.506048
-4.985458,150,25447.340008
-7.339392,150,25455.021268
-6.261791,150,25460.170775
