#{"t_start": 1747784424.7771115, "env_id": "None"}
r,l,t
-509744.224576,150,14679.545902
-509959.718992,150,14687.502791
-507116.586335,150,14695.53934
-510748.336833,150,14703.526685
-510895.65407,150,14711.733514
-511153.175615,150,14719.334125
-512058.734263,150,14727.299469
-514462.614169,150,14734.840543
-510993.586006,150,14742.779121
-513385.192937,150,14750.740936
-510034.127721,150,14758.60901
-506619.540518,150,14766.36481
-510453.127186,150,14774.087152
-508558.571608,150,14782.195132
-512590.189214,150,14792.299283
-511337.47429,150,14799.603099
-511644.70528,150,14807.546668
-509964.065924,150,14814.920511
-510681.90832,150,14822.706965
-515040.326147,150,14830.956581
-511481.160741,150,14838.716196
-512492.280408,150,14846.373463
-511711.128197,150,14854.26246
-511881.564178,150,14862.172256
-510324.333029,150,14869.595494
-513083.053288,150,14877.141466
-512361.561367,150,14887.224441
-512546.238908,150,14895.221292
-510218.816634,150,14905.091
-508126.855284,150,14915.605997
-510587.647249,150,14923.578689
-509948.831194,150,14931.497919
-511634.073001,150,14939.716104
-511744.500406,150,14948.144428
-510532.273786,150,14956.267483
-510283.923935,150,14964.23241
-511886.130371,150,14972.46139
-506399.052312,150,14980.687345
-510703.249701,150,14989.184895
-514753.220401,150,14999.701163
-513130.394982,150,15007.819262
-509676.718259,150,15015.868684
-510462.686319,150,15023.919528
-513376.350832,150,15031.768162
-511136.33286,150,15039.25267
-514849.309891,150,15047.502601
-512924.91426,150,15055.39597
-512788.890046,150,15065.432709
-513605.437957,150,15073.686675
-511170.857475,150,15081.732962
-515250.294724,150,15089.777239
-516229.216735,150,15097.613726
-509757.762121,150,15107.676254
-512561.521118,150,15115.755931
-511454.84411,150,15124.00764
-511391.471621,150,15131.680844
-511849.695817,150,15139.382319
-512732.782106,150,15147.547174
-511654.431218,150,15155.73747
-511868.193097,150,15163.466063
-510435.34142,150,15171.122858
-508466.118795,150,15179.092838
-510962.838754,150,15186.722845
-512213.153924,150,15194.456409
-511258.548158,150,15202.502668
-509675.466164,150,15210.116821
-512317.991682,150,15218.171574
-509115.029098,150,15225.859979
-510456.290524,150,15234.638225
-511409.871181,150,15242.026073
-511957.4814,150,15249.590979
-513766.490902,150,15259.914134
-511066.59124,150,15268.184398
-513872.702749,150,15275.843052
-509996.062041,150,15283.844743
-511267.118327,150,15291.735056
-510388.044155,150,15300.28763
-507284.432365,150,15308.03487
-512547.04633,150,15316.670184
-515876.456219,150,15325.196419
-510886.448341,150,15335.37891
-510852.921355,150,15343.236666
-512632.667401,150,15351.182671
-511054.358908,150,15362.802356
-516036.144795,150,15370.898183
-512653.215056,150,15380.852679
-514167.694374,150,15388.634112
-511662.852748,150,15396.100518
-511463.147705,150,15404.371103
-515064.693615,150,15412.624701
-510311.801579,150,15420.78503
-510561.624104,150,15428.98964
-513479.945879,150,15437.108889
-510471.851076,150,15446.966552
-512864.927718,150,15454.641093
-513681.002228,150,15463.537889
-514347.436851,150,15471.870524
-513584.068438,150,15479.836626
-511901.246702,150,15487.829627
-514096.466606,150,15495.959229
-508682.086206,150,15504.429367
-513235.442139,150,15512.480269
